zip_code,zcta,zip_to_zcta_relationship,latitude,longitude
16317,16317,Zip Matches ZCTA,41.532556,-79.853702
16319,16319,Zip Matches ZCTA,41.324204,-79.623458
16321,16321,Zip matches ZCTA,41.57106,-79.399591
16322,16322,Zip Matches ZCTA,41.598847,-79.373564
16323,16323,Zip Matches ZCTA,41.41192,-79.828317
16326,16326,Zip Matches ZCTA,41.376158,-79.43174
16327,16327,Zip Matches ZCTA,41.637082,-79.959566
16328,16328,Zip matches ZCTA,41.653227,-79.72554
16329,16329,Zip Matches ZCTA,41.798643,-79.258874
16331,16331,Zip matches ZCTA,41.293731,-79.558676
16332,16332,Zip Matches ZCTA,41.356717,-79.369545
16333,16333,Zip matches ZCTA,41.70521,-78.928483
16334,16334,Zip Matches ZCTA,41.290554,-79.449351
16335,16335,Zip Matches ZCTA,41.630953,-80.156056
16340,16340,Zip matches ZCTA,41.802378,-79.417668
16341,16341,Zip Matches ZCTA,41.56608,-79.549355
16342,16342,Zip Matches ZCTA,41.321886,-79.941498
16343,16343,Zip Matches ZCTA,41.425982,-79.752686
16344,16344,Zip matches ZCTA,41.470393,-79.684546
16345,16345,Zip Matches ZCTA,41.944404,-79.082916
16346,16346,Zip Matches ZCTA,41.378502,-79.67197
16347,16347,Zip Matches ZCTA,41.659517,-79.069365
16350,16350,Zip Matches ZCTA,41.956923,-79.334404
16351,16351,Zip Matches ZCTA,41.675353,-79.370344
16352,16352,Zip Matches ZCTA,41.767268,-79.038364
16353,16353,Zip Matches ZCTA,41.495354,-79.373115
16354,16354,Zip Matches ZCTA,41.613725,-79.706464
16360,16360,Zip Matches ZCTA,41.684105,-79.890935
16361,16361,Zip matches ZCTA,41.384113,-79.342388
16362,16362,Zip Matches ZCTA,41.450497,-79.965179
16364,16364,Zip Matches ZCTA,41.351416,-79.527305
16365,16365,Zip Matches ZCTA,41.840224,-79.157385
16366,16365,Spatial join to ZCTA,41.840224,-79.157385
16367,16365,Spatial join to ZCTA,41.840224,-79.157385
16368,16365,Spatial join to ZCTA,41.840224,-79.157385
16369,16365,Spatial join to ZCTA,41.840224,-79.157385
16370,16370,Zip Matches ZCTA,41.574811,-79.460024
16371,16371,Zip Matches ZCTA,41.869947,-79.326122
16372,16372,Zip Matches ZCTA,41.200007,-79.872631
16373,16373,Zip Matches ZCTA,41.208469,-79.698409
16374,16374,Zip Matches ZCTA,41.263498,-79.815085
16375,16232,Spatial join to ZCTA,41.213586,-79.551242
16388,16335,Spatial join to ZCTA,41.630953,-80.156056
16401,16401,Zip Matches ZCTA,41.878476,-80.40516
16402,16402,Zip Matches ZCTA,41.961661,-79.469604
16403,16403,Zip Matches ZCTA,41.792998,-80.014121
16404,16404,Zip Matches ZCTA,41.727006,-79.789388
16405,16405,Zip Matches ZCTA,41.946042,-79.532738
16406,16406,Zip Matches ZCTA,41.749512,-80.36214
16407,16407,Zip Matches ZCTA,41.922164,-79.664251
16410,16410,Zip Matches ZCTA,41.922751,-80.308509
16411,16411,Zip Matches ZCTA,41.977956,-80.447072
16412,16412,Zip Matches ZCTA,41.88493,-80.170371
16413,16407,Spatial join to ZCTA,41.922164,-79.664251
16415,16415,Zip Matches ZCTA,42.03752,-80.23032
16416,16416,Zip Matches ZCTA,41.825729,-79.472696
16417,16417,Zip Matches ZCTA,41.971081,-80.315029
16420,16420,Zip Matches ZCTA,41.6963,-79.547259
16421,16421,Zip Matches ZCTA,42.171341,-79.931971
16422,16422,Zip Matches ZCTA,41.667548,-80.310188
16423,16423,Zip Matches ZCTA,42.021099,-80.340132
16424,16424,Zip Matches ZCTA,41.661408,-80.438957
16426,16426,Zip Matches ZCTA,41.979331,-80.14208
16427,16427,Zip Matches ZCTA,41.877373,-79.967907
16428,16428,Zip Matches ZCTA,42.171464,-79.831488
16430,16411,Spatial join to ZCTA,41.977956,-80.447072
16432,16404,Spatial join to ZCTA,41.727006,-79.789388
16433,16433,Zip Matches ZCTA,41.737079,-80.140914
16434,16434,Zip Matches ZCTA,41.79672,-79.668697
16435,16435,Zip matches ZCTA,41.817035,-80.385386
16436,16436,Zip Matches ZCTA,41.838888,-79.510429
16438,16438,Zip Matches ZCTA,41.892299,-79.845314
16440,16440,Zip Matches ZCTA,41.782549,-80.126018
16441,16441,Zip Matches ZCTA,41.95849,-79.983551
16442,16442,Zip Matches ZCTA,42.038485,-79.825705
16443,16443,Zip Matches ZCTA,41.939645,-80.484235
16444,16444,Zip Matches ZCTA,41.871224,-80.120756
16475,16401,Spatial join to ZCTA,41.878476,-80.40516
16501,16501,Zip Matches ZCTA,42.121318,-80.089169
16502,16502,Zip Matches ZCTA,42.110687,-80.10148
16503,16503,Zip Matches ZCTA,42.127018,-80.061115
16504,16504,Zip Matches ZCTA,42.109077,-80.049033
16505,16505,Zip Matches ZCTA,42.131338,-80.138303
16506,16506,Zip Matches ZCTA,42.062345,-80.151707
16507,16507,Zip Matches ZCTA,42.139495,-80.084963
16508,16508,Zip Matches ZCTA,42.096812,-80.09403
16509,16509,Zip Matches ZCTA,42.060022,-80.038141
16510,16510,Zip Matches ZCTA,42.108991,-79.954821
16511,16511,Zip Matches ZCTA,42.166262,-79.99017
16512,16501,Spatial join to ZCTA,42.121318,-80.089169
16514,16510,Spatial join to ZCTA,42.108991,-79.954821
16515,16510,Spatial join to ZCTA,42.108991,-79.954821
16522,16501,Spatial join to ZCTA,42.121318,-80.089169
16530,16501,Spatial join to ZCTA,42.121318,-80.089169
16531,16511,Spatial join to ZCTA,42.166262,-79.99017
16534,16501,Spatial join to ZCTA,42.121318,-80.089169
16538,16501,Spatial join to ZCTA,42.121318,-80.089169
16541,16507,Spatial join to ZCTA,42.139495,-80.084963
16544,16510,Spatial join to ZCTA,42.108991,-79.954821
16546,16546,Zip matches ZCTA,42.104924,-80.053445
16550,16507,Spatial join to ZCTA,42.139495,-80.084963
16553,16501,Spatial join to ZCTA,42.121318,-80.089169
16563,16563,Zip matches ZCTA,42.117333,-79.986486
16565,16509,Spatial join to ZCTA,42.060022,-80.038141
16601,16601,Zip Matches ZCTA,40.555264,-78.370416
16602,16602,Zip Matches ZCTA,40.512662,-78.373929
16603,16601,Spatial join to ZCTA,40.555264,-78.370416
16611,16611,Zip Matches ZCTA,40.579889,-78.115672
16613,16613,Zip Matches ZCTA,40.548031,-78.537565
16616,16616,Zip Matches ZCTA,40.76762,-78.440215
16617,16617,Zip Matches ZCTA,40.607302,-78.322633
16619,16619,Zip matches ZCTA,40.660938,-78.446887
16620,16620,Zip Matches ZCTA,40.840687,-78.351837
16621,16621,Zip Matches ZCTA,40.232247,-78.125214
16622,16622,Zip Matches ZCTA,40.32864,-78.066403
16623,16623,Zip Matches ZCTA,40.271681,-78.052188
16624,16624,Zip matches ZCTA,40.570425,-78.600475
16625,16625,Zip Matches ZCTA,40.28255,-78.504283
16627,16627,Zip Matches ZCTA,40.757881,-78.497822
16629,16613,Spatial join to ZCTA,40.548031,-78.537565
16630,16630,Zip Matches ZCTA,40.456176,-78.576441
16631,16631,Zip matches ZCTA,40.272766,-78.345602
16633,16633,Zip Matches ZCTA,40.157386,-78.234926
16634,16634,Zip Matches ZCTA,40.210954,-78.173077
16635,16635,Zip Matches ZCTA,40.410853,-78.499413
16636,16636,Zip Matches ZCTA,40.600253,-78.502014
16637,16637,Zip Matches ZCTA,40.341102,-78.467242
16638,16638,Zip matches ZCTA,40.336605,-78.203622
16639,16639,Zip Matches ZCTA,40.695498,-78.448137
16640,16640,Zip Matches ZCTA,40.705732,-78.574484
16641,16641,Zip Matches ZCTA,40.477468,-78.573781
16644,16639,Spatial join to ZCTA,40.695498,-78.448137
16645,16645,Zip Matches ZCTA,40.799177,-78.499092
16646,16646,Zip Matches ZCTA,40.689706,-78.72665
16647,16647,Zip matches ZCTA,40.400594,-78.103809
16648,16648,Zip Matches ZCTA,40.434448,-78.331
16650,16650,Zip Matches ZCTA,40.112053,-78.291955
16651,16651,Zip Matches ZCTA,40.851464,-78.380424
16652,16652,Zip Matches ZCTA,40.516022,-77.950096
16654,16652,Spatial join to ZCTA,40.516022,-77.950096
16655,16655,Zip matches ZCTA,40.278223,-78.644684
16656,16656,Zip Matches ZCTA,40.807227,-78.555986
16657,16657,Zip Matches ZCTA,40.324864,-78.180282
16659,16659,Zip Matches ZCTA,40.161582,-78.389717
16660,16652,Spatial join to ZCTA,40.516022,-77.950096
16661,16661,Zip Matches ZCTA,40.831088,-78.460928
16662,16662,Zip Matches ZCTA,40.312725,-78.29545
16663,16651,Spatial join to ZCTA,40.851464,-78.380424
16664,16664,Zip Matches ZCTA,40.180753,-78.423648
16665,16665,Zip Matches ZCTA,40.388705,-78.434236
16666,16666,Zip Matches ZCTA,40.893849,-78.323205
16667,16667,Zip Matches ZCTA,40.178298,-78.531649
16668,16668,Zip Matches ZCTA,40.653367,-78.622319
16669,16669,Zip Matches ZCTA,40.655953,-77.906687
16670,16670,Zip matches ZCTA,40.262378,-78.507952
16671,16671,Zip Matches ZCTA,40.787552,-78.398242
16672,16672,Zip Matches ZCTA,40.185501,-78.237228
16673,16673,Zip Matches ZCTA,40.312437,-78.391483
16674,16674,Zip Matches ZCTA,40.189417,-78.088273
16675,16668,Spatial join to ZCTA,40.653367,-78.622319
16677,16677,Zip matches ZCTA,40.811839,-78.243597
16678,16678,Zip Matches ZCTA,40.222577,-78.238232
16679,16679,Zip Matches ZCTA,40.155253,-78.194384
16680,16680,Zip Matches ZCTA,40.743206,-78.377596
16681,16627,Spatial join to ZCTA,40.757881,-78.497822
16682,16682,Zip Matches ZCTA,40.266061,-78.457822
16683,16683,Zip matches ZCTA,40.663867,-78.065558
16684,16686,Spatial join to ZCTA,40.667866,-78.250746
16685,16685,Zip Matches ZCTA,40.287492,-78.082637
16686,16686,Zip Matches ZCTA,40.667866,-78.250746
16689,16689,Zip Matches ZCTA,40.129985,-78.12899
16691,16691,Zip Matches ZCTA,40.077493,-78.145934
16692,16692,Zip Matches ZCTA,40.750827,-78.710802
16693,16693,Zip Matches ZCTA,40.485361,-78.220805
16694,16694,Zip Matches ZCTA,40.155301,-78.148799
16695,16695,Zip Matches ZCTA,40.204653,-78.336929
16698,16651,Spatial join to ZCTA,40.851464,-78.380424
16699,16699,Zip matches ZCTA,40.447211,-78.560505
16701,16701,Zip Matches ZCTA,41.918454,-78.750607
16720,16720,Zip Matches ZCTA,41.603181,-78.009756
16724,16724,Zip matches ZCTA,41.731993,-78.369239
16725,16725,Zip matches ZCTA,41.908177,-78.655324
16726,16726,Zip Matches ZCTA,41.81459,-78.572463
16727,16727,Zip Matches ZCTA,41.981005,-78.53004
16728,16728,Zip Matches ZCTA,41.565765,-78.924183
16729,16729,Zip Matches ZCTA,41.96255,-78.477022
16730,16730,Zip matches ZCTA,41.817813,-78.422813
16731,16731,Zip Matches ZCTA,41.95138,-78.360377
16732,16732,Zip Matches ZCTA,41.857255,-78.617264
16733,16733,Zip matches ZCTA,41.700701,-78.571785
16734,16734,Zip Matches ZCTA,41.617607,-78.840217
16735,16735,Zip Matches ZCTA,41.636099,-78.813409
16738,16738,Zip Matches ZCTA,41.806868,-78.732143
16740,16740,Zip Matches ZCTA,41.700701,-78.571785
16743,16743,Zip Matches ZCTA,41.767638,-78.232975
16744,16744,Zip Matches ZCTA,41.867085,-78.567081
16745,16745,Zip Matches ZCTA,41.922273,-78.480505
16746,16746,Zip Matches ZCTA,41.793875,-78.122491
16748,16748,Zip Matches ZCTA,41.947228,-78.144487
16749,16749,Zip Matches ZCTA,41.778911,-78.451517
16750,16750,Zip Matches ZCTA,41.888978,-78.291593
16801,16801,Zip Matches ZCTA,40.778889,-77.841377
16802,16802,Zip Matches ZCTA,40.802605,-77.860639
16803,16803,Zip Matches ZCTA,40.80165,-77.899658
16804,16801,Spatial join to ZCTA,40.778889,-77.841377
16805,16801,Spatial join to ZCTA,40.778889,-77.841377
16820,16820,Zip Matches ZCTA,40.89739,-77.394449
16821,16821,Zip Matches ZCTA,40.964394,-78.2009
16822,16822,Zip Matches ZCTA,41.1483,-77.69703
16823,16823,Zip Matches ZCTA,40.939052,-77.772647
16825,16825,Zip Matches ZCTA,40.98677,-78.316466
16826,16826,Zip Matches ZCTA,41.053921,-77.58041
16827,16827,Zip Matches ZCTA,40.768082,-77.772659
16828,16828,Zip Matches ZCTA,40.812101,-77.680555
16829,16829,Zip Matches ZCTA,41.084949,-77.887495
16830,16830,Zip Matches ZCTA,41.078677,-78.428662
16832,16832,Zip Matches ZCTA,40.843945,-77.48159
16833,16833,Zip Matches ZCTA,40.944007,-78.57236
16834,16834,Zip Matches ZCTA,41.051824,-78.087077
16835,16835,Zip Matches ZCTA,40.90743,-77.877404
16836,16836,Zip Matches ZCTA,41.159132,-78.273274
16837,16837,Zip Matches ZCTA,40.94544,-78.474451
16838,16838,Zip Matches ZCTA,41.006463,-78.651726
16839,16839,Zip Matches ZCTA,41.003854,-78.110537
16840,16840,Zip Matches ZCTA,40.924257,-78.20308
16841,16841,Zip Matches ZCTA,41.044614,-77.698187
16843,16843,Zip matches ZCTA,41.002756,-78.465645
16844,16844,Zip Matches ZCTA,40.909068,-77.932075
16845,16845,Zip Matches ZCTA,41.121742,-78.010569
16847,16847,Zip Matches ZCTA,40.999285,-78.165498
16848,16848,Zip matches ZCTA,41.011313,-77.533288
16849,16849,Zip matches ZCTA,40.961123,-78.115673
16850,16836,Spatial join to ZCTA,41.159132,-78.273274
16851,16851,Zip matches ZCTA,40.821875,-77.787129
16852,16852,Zip Matches ZCTA,40.937031,-77.518663
16853,16853,Zip matches ZCTA,40.939209,-77.78706
16854,16854,Zip Matches ZCTA,40.898021,-77.4731
16855,16855,Zip Matches ZCTA,40.996457,-78.375664
16856,16823,Spatial join to ZCTA,40.939052,-77.772647
16858,16858,Zip Matches ZCTA,41.003352,-78.209655
16859,16859,Zip Matches ZCTA,41.040743,-78.023238
16860,16860,Zip matches ZCTA,40.937991,-78.179764
16861,16861,Zip Matches ZCTA,40.859044,-78.520499
16863,16863,Zip Matches ZCTA,40.90785,-78.474641
16864,16841,Spatial join to ZCTA,41.044614,-77.698187
16865,16865,Zip Matches ZCTA,40.712063,-77.996064
16866,16866,Zip Matches ZCTA,40.829699,-78.181491
16868,16868,Zip Matches ZCTA,40.731973,-77.880499
16870,16870,Zip Matches ZCTA,40.800878,-78.061907
16871,16871,Zip Matches ZCTA,41.186615,-78.025727
16872,16872,Zip Matches ZCTA,40.96747,-77.358404
16873,16830,Spatial join to ZCTA,41.078677,-78.428662
16874,16874,Zip Matches ZCTA,40.984877,-77.97585
16875,16875,Zip Matches ZCTA,40.840389,-77.588045
16876,16876,Zip Matches ZCTA,40.965638,-78.287646
16877,16877,Zip Matches ZCTA,40.738633,-78.061155
16878,16878,Zip Matches ZCTA,40.948941,-78.323571
16879,16879,Zip Matches ZCTA,40.970952,-78.151495
16881,16881,Zip Matches ZCTA,41.02678,-78.320437
16882,16882,Zip Matches ZCTA,40.912451,-77.323471
16901,16901,Zip Matches ZCTA,41.721291,-77.337283
16910,17724,Spatial join to ZCTA,41.642528,-76.805113
16911,16911,Zip Matches ZCTA,41.658676,-77.129189
16912,16912,Zip Matches ZCTA,41.678438,-77.043261
16914,16914,Zip Matches ZCTA,41.85423,-76.783664
16915,16915,Zip Matches ZCTA,41.775448,-77.970918
16917,16917,Zip Matches ZCTA,41.721712,-77.056726
16920,16920,Zip Matches ZCTA,41.973653,-77.280816
16921,16921,Zip Matches ZCTA,41.724126,-77.556256
16922,16922,Zip Matches ZCTA,41.680661,-77.710708
16923,16923,Zip Matches ZCTA,41.950555,-77.870564
16925,16925,Zip Matches ZCTA,41.948556,-76.783808
16926,16926,Zip Matches ZCTA,41.727085,-76.701713
16927,16927,Zip Matches ZCTA,41.958712,-77.658709
16928,16928,Zip Matches ZCTA,41.953384,-77.434478
16929,16929,Zip Matches ZCTA,41.963406,-77.134908
16930,16930,Zip Matches ZCTA,41.583782,-77.138826
16932,16932,Zip Matches ZCTA,41.779128,-76.939472
16933,16933,Zip Matches ZCTA,41.819424,-77.062502
16935,16935,Zip Matches ZCTA,41.877494,-77.304722
16936,16936,Zip Matches ZCTA,41.951125,-76.967113
16937,16937,Zip Matches ZCTA,41.967896,-77.710941
16938,16938,Zip Matches ZCTA,41.591145,-77.370357
16939,16939,Zip Matches ZCTA,41.663649,-77.025818
16940,16940,Zip matches ZCTA,41.985396,-77.23825
16941,16941,Zip matches ZCTA,41.988299,-77.758044
16942,16942,Zip Matches ZCTA,41.962541,-77.352208
16943,16943,Zip Matches ZCTA,41.830161,-77.612813
16945,16947,Spatial join to ZCTA,41.759502,-76.804051
16946,16946,Zip Matches ZCTA,41.908728,-77.137724
16947,16947,Zip Matches ZCTA,41.759502,-76.804051
16948,16948,Zip Matches ZCTA,41.854715,-77.759215
16950,16950,Zip Matches ZCTA,41.9,-77.531963
17001,17011,Spatial join to ZCTA,40.23483,-76.928846
17002,17002,Zip Matches ZCTA,40.50247,-77.848424
17003,17003,Zip Matches ZCTA,40.362358,-76.569599
17004,17004,Zip Matches ZCTA,40.601046,-77.730437
17005,17005,Zip Matches ZCTA,40.602849,-76.8097
17006,17006,Zip Matches ZCTA,40.286783,-77.546042
17007,17007,Zip Matches ZCTA,40.125795,-77.118771
17009,17009,Zip Matches ZCTA,40.636112,-77.565287
17010,17010,Zip matches ZCTA,40.277992,-76.582841
17011,17011,Zip Matches ZCTA,40.23483,-76.928846
17012,17055,Spatial join to ZCTA,40.183052,-77.005224
17013,17013,Zip Matches ZCTA,40.242686,-77.197284
17014,17062,Spatial join to ZCTA,40.546773,-77.187656
17015,17015,Zip Matches ZCTA,40.177826,-77.229536
17016,17016,Zip matches ZCTA,40.277475,-76.402287
17017,17017,Zip Matches ZCTA,40.637788,-76.882189
17018,17018,Zip Matches ZCTA,40.422061,-76.826124
17019,17019,Zip Matches ZCTA,40.094022,-77.022058
17020,17020,Zip Matches ZCTA,40.414171,-77.041503
17021,17021,Zip Matches ZCTA,40.330526,-77.668192
17022,17022,Zip Matches ZCTA,40.167035,-76.608893
17023,17023,Zip Matches ZCTA,40.584266,-76.816261
17024,17024,Zip Matches ZCTA,40.406934,-77.306825
17025,17025,Zip Matches ZCTA,40.294092,-76.974476
17026,17026,Zip Matches ZCTA,40.458441,-76.431397
17027,17027,Zip Matches ZCTA,40.155998,-76.995461
17028,17028,Zip Matches ZCTA,40.396652,-76.658943
17029,17029,Zip Matches ZCTA,40.558017,-77.616997
17030,17030,Zip Matches ZCTA,40.609235,-76.725609
17032,17032,Zip Matches ZCTA,40.491831,-76.832555
17033,17033,Zip Matches ZCTA,40.271823,-76.637562
17034,17034,Zip Matches ZCTA,40.20861,-76.785533
17035,17035,Zip Matches ZCTA,40.403786,-77.581315
17036,17036,Zip Matches ZCTA,40.251845,-76.665899
17037,17037,Zip Matches ZCTA,40.434076,-77.422021
17038,17038,Zip Matches ZCTA,40.467915,-76.556026
17039,17039,Zip matches ZCTA,40.292709,-76.240707
17040,17040,Zip Matches ZCTA,40.322798,-77.304095
17041,17041,Zip Matches ZCTA,40.216634,-76.539605
17042,17042,Zip Matches ZCTA,40.294817,-76.424823
17043,17043,Zip Matches ZCTA,40.247611,-76.900134
17044,17044,Zip Matches ZCTA,40.577237,-77.594258
17045,17045,Zip Matches ZCTA,40.597093,-77.000928
17046,17046,Zip Matches ZCTA,40.381858,-76.429627
17047,17047,Zip Matches ZCTA,40.376501,-77.428287
17048,17048,Zip Matches ZCTA,40.639666,-76.797468
17049,17049,Zip Matches ZCTA,40.653043,-77.256088
17050,17050,Zip Matches ZCTA,40.24799,-77.02737
17051,17051,Zip Matches ZCTA,40.459518,-77.775772
17052,17052,Zip Matches ZCTA,40.276913,-77.986345
17053,17053,Zip Matches ZCTA,40.32504,-77.026474
17054,17051,Spatial join to ZCTA,40.459518,-77.775772
17055,17055,Zip Matches ZCTA,40.183052,-77.005224
17056,17056,Zip Matches ZCTA,40.537288,-77.35426
17057,17057,Zip Matches ZCTA,40.193562,-76.724573
17058,17058,Zip Matches ZCTA,40.505381,-77.55247
17059,17059,Zip Matches ZCTA,40.589162,-77.391073
17060,17060,Zip Matches ZCTA,40.469261,-77.893956
17061,17061,Zip Matches ZCTA,40.566703,-76.90909
17062,17062,Zip Matches ZCTA,40.546773,-77.187656
17063,17063,Zip Matches ZCTA,40.761026,-77.484947
17064,17064,Zip Matches ZCTA,40.242231,-76.476111
17065,17065,Zip Matches ZCTA,40.110211,-77.189087
17066,17066,Zip Matches ZCTA,40.352563,-77.869227
17067,17067,Zip Matches ZCTA,40.390423,-76.315048
17068,17068,Zip Matches ZCTA,40.410582,-77.178299
17069,17069,Zip Matches ZCTA,40.453987,-76.970039
17070,17070,Zip Matches ZCTA,40.202401,-76.865678
17071,17071,Zip matches ZCTA,40.298415,-77.601934
17072,17072,Zip Matches ZCTA,40.233731,-77.081728
17073,17073,Zip Matches ZCTA,40.302838,-76.255161
17074,17074,Zip Matches ZCTA,40.478901,-77.148585
17075,17075,Zip Matches ZCTA,40.393866,-77.835285
17076,17076,Zip Matches ZCTA,40.616186,-77.311762
17077,17077,Zip matches ZCTA,40.403009,-76.535937
17078,17078,Zip Matches ZCTA,40.287452,-76.58108
17080,17080,Zip Matches ZCTA,40.640678,-76.8031
17081,17081,Zip Matches ZCTA,40.20102,-77.283454
17082,17082,Zip Matches ZCTA,40.495071,-77.448376
17083,17083,Zip matches ZCTA,40.277602,-76.437595
17084,17084,Zip Matches ZCTA,40.675647,-77.626511
17085,17042,Spatial join to ZCTA,40.294817,-76.424823
17086,17086,Zip Matches ZCTA,40.690624,-77.122007
17087,17087,Zip Matches ZCTA,40.366437,-76.2769
17088,17088,Zip Matches ZCTA,40.300678,-76.294224
17089,17011,Spatial join to ZCTA,40.23483,-76.928846
17090,17090,Zip Matches ZCTA,40.318207,-77.181043
17093,17093,Zip Matches ZCTA,40.307209,-76.930571
17094,17094,Zip Matches ZCTA,40.581248,-77.198153
17097,17097,Zip matches ZCTA,40.580098,-76.677428
17098,17098,Zip Matches ZCTA,40.588957,-76.632327
17099,17099,Zip Matches ZCTA,40.632242,-77.576438
17101,17101,Zip matches ZCTA,40.258655,-76.894376
17102,17102,Zip Matches ZCTA,40.27037,-76.905279
17103,17103,Zip Matches ZCTA,40.275965,-76.866333
17104,17104,Zip Matches ZCTA,40.254506,-76.862176
17105,17101,Spatial join to ZCTA,40.258655,-76.894376
17106,17110,Spatial join to ZCTA,40.315813,-76.886436
17107,17110,Spatial join to ZCTA,40.315813,-76.886436
17108,17120,Spatial join to ZCTA,40.265186,-76.882805
17109,17109,Zip Matches ZCTA,40.289953,-76.824314
17110,17110,Zip Matches ZCTA,40.315813,-76.886436
17111,17111,Zip Matches ZCTA,40.267831,-76.78737
17112,17112,Zip Matches ZCTA,40.373101,-76.776511
17113,17113,Zip Matches ZCTA,40.225984,-76.827994
17120,17120,Zip Matches ZCTA,40.265186,-76.882805
17121,17110,Spatial join to ZCTA,40.315813,-76.886436
17122,17104,Spatial join to ZCTA,40.254506,-76.862176
17123,17120,Spatial join to ZCTA,40.265186,-76.882805
17124,17120,Spatial join to ZCTA,40.265186,-76.882805
17125,17120,Spatial join to ZCTA,40.265186,-76.882805
17126,17120,Spatial join to ZCTA,40.265186,-76.882805
17127,17120,Spatial join to ZCTA,40.265186,-76.882805
17128,17120,Spatial join to ZCTA,40.265186,-76.882805
17129,17101,Spatial join to ZCTA,40.258655,-76.894376
17130,17120,Spatial join to ZCTA,40.265186,-76.882805
17140,17111,Spatial join to ZCTA,40.267831,-76.78737
17177,17109,Spatial join to ZCTA,40.289953,-76.824314
17201,17201,Zip Matches ZCTA,39.961056,-77.656165
17202,17202,Zip Matches ZCTA,39.985784,-77.593408
17210,17210,Zip Matches ZCTA,40.196345,-77.669137
17211,17211,Zip Matches ZCTA,39.754149,-78.400966
17212,17212,Zip Matches ZCTA,39.812634,-78.064287
17213,17213,Zip Matches ZCTA,40.244192,-77.771225
17214,17214,Zip Matches ZCTA,39.748111,-77.47132
17215,17215,Zip Matches ZCTA,40.078237,-77.892945
17217,17217,Zip Matches ZCTA,40.238625,-77.721567
17219,17219,Zip Matches ZCTA,40.249798,-77.683214
17220,17220,Zip Matches ZCTA,40.191575,-77.738979
17221,17221,Zip Matches ZCTA,40.068125,-77.816484
17222,17222,Zip Matches ZCTA,39.896406,-77.493941
17223,17223,Zip Matches ZCTA,40.0865,-77.942752
17224,17224,Zip Matches ZCTA,39.967941,-77.897478
17225,17225,Zip Matches ZCTA,39.783506,-77.76287
17228,17228,Zip Matches ZCTA,39.9871,-78.093362
17229,17229,Zip Matches ZCTA,40.084004,-78.010139
17231,17236,Spatial join to ZCTA,39.800187,-77.9474
17232,17244,Spatial join to ZCTA,40.086764,-77.658616
17233,17233,Zip Matches ZCTA,39.975605,-77.98716
17235,17235,Zip Matches ZCTA,39.857193,-77.698053
17236,17236,Zip Matches ZCTA,39.800187,-77.9474
17237,17237,Zip Matches ZCTA,39.833929,-77.543724
17238,17238,Zip Matches ZCTA,39.85811,-78.13094
17239,17239,Zip Matches ZCTA,40.131797,-77.83677
17240,17240,Zip Matches ZCTA,40.150871,-77.579686
17241,17241,Zip Matches ZCTA,40.176528,-77.408448
17243,17243,Zip Matches ZCTA,40.277527,-77.819941
17244,17244,Zip Matches ZCTA,40.086764,-77.658616
17246,17246,Zip matches ZCTA,40.054394,-77.660811
17247,17247,Zip matches ZCTA,39.798776,-77.579352
17249,17249,Zip Matches ZCTA,40.241379,-77.899459
17250,17250,Zip matches ZCTA,39.737141,-77.524295
17251,17251,Zip Matches ZCTA,40.131802,-77.685552
17252,17252,Zip Matches ZCTA,39.912329,-77.82691
17253,17253,Zip Matches ZCTA,40.213308,-78.006905
17254,17254,Zip matches ZCTA,39.970229,-77.590358
17255,17255,Zip Matches ZCTA,40.161252,-77.862514
17256,17256,Zip matches ZCTA,39.782914,-77.677308
17257,17257,Zip Matches ZCTA,40.046821,-77.493064
17260,17260,Zip Matches ZCTA,40.296045,-77.893701
17261,17261,Zip matches ZCTA,39.860912,-77.508159
17262,17262,Zip Matches ZCTA,40.144998,-77.740213
17263,17263,Zip Matches ZCTA,39.727223,-77.717855
17264,17264,Zip Matches ZCTA,40.179925,-77.993741
17265,17265,Zip Matches ZCTA,40.027596,-77.781222
17266,17266,Zip Matches ZCTA,40.088568,-77.412933
17267,17267,Zip Matches ZCTA,39.807955,-78.239657
17268,17268,Zip Matches ZCTA,39.774913,-77.575622
17270,17270,"populated ZCTA, missing zip",39.85473,-77.797808
17271,17271,Zip matches ZCTA,40.097754,-77.803092
17272,17272,Zip matches ZCTA,39.769525,-77.621818
17301,17301,Zip Matches ZCTA,39.895227,-76.978982
17302,17302,Zip Matches ZCTA,39.81726,-76.41368
17303,17307,Spatial join to ZCTA,39.947765,-77.326899
17304,17304,Zip Matches ZCTA,39.977245,-77.232742
17306,17306,Zip Matches ZCTA,39.980581,-77.249397
17307,17307,Zip Matches ZCTA,39.947765,-77.326899
17309,17309,Zip Matches ZCTA,39.871334,-76.450129
17310,17353,Spatial join to ZCTA,39.883086,-77.371736
17311,17311,Zip matches ZCTA,39.816546,-76.842472
17312,17368,Spatial join to ZCTA,39.983859,-76.518701
17313,17313,Zip Matches ZCTA,39.884013,-76.659984
17314,17314,Zip Matches ZCTA,39.755506,-76.326301
17315,17315,Zip Matches ZCTA,40.026604,-76.864065
17316,17316,Zip Matches ZCTA,39.965466,-77.007959
17317,17317,Zip Matches ZCTA,39.97071,-76.523188
17318,17318,Zip matches ZCTA,40.022258,-76.723017
17319,17319,Zip Matches ZCTA,40.160489,-76.793975
17320,17320,Zip Matches ZCTA,39.770718,-77.388758
17321,17321,Zip Matches ZCTA,39.749675,-76.444345
